Section,SectionName,Kod,Name,Notes,SubKod1,SubKod2,SubKod3
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.17.2,Деятельность агентов по оптовой торговле напитками,,51,17.0,2.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.17.21,Деятельность агентов по оптовой торговле безалкогольными напитками,,51,17.0,21.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.17.22,"Деятельность агентов по оптовой торговле алкогольными напитками,  кроме пива",Эта группировка включает также: деятельность агентов по  оптовой торговле пищевым этиловым спиртом,51,17.0,22.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.17.23,Деятельность агентов по оптовой торговле пивом,,51,17.0,23.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.17.3,Деятельность агентов по оптовой торговле табачными изделиями,,51,17.0,3.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.18,"Деятельность агентов, специализирующихся на оптовой торговле  отдельными видами товаров или группами товаров, не включенными в другие  группировки",,51,18.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.18.1,"Деятельность агентов, специализирующихся на оптовой торговле  фармацевтическими и медицинскими товарами, парфюмерными и косметическими  товарами, включая мыло",Эта группировка также включает: деятельность агентов по  оптовой торговле медицинской техникой и  ортопедическими  изделиями,51,18.0,1.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.18.2,"Деятельность агентов, специализирующихся на оптовой торговле товарами,  не включенными в другие группировки",,51,18.0,2.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.18.21,Деятельность агентов по оптовой торговле бумагой и бумажными  изделиями,Эта группировка включает также: деятельность агентов по  оптовой торговле писчебумажными и канцелярскими  товарами,51,18.0,21.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.18.22,Деятельность агентов по оптовой торговле книгами,,51,18.0,22.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.18.23,Деятельность агентов по оптовой торговле газетами и журналами,Эта группировка также включает: оптовую торговлю прочей  печатной продукцией,51,18.0,23.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.18.24,Деятельность агентов по оптовой торговле драгоценными камнями,,51,18.0,24.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.18.25,Деятельность агентов по оптовой торговле ювелирными изделиями,"деятельность агентов по оптовой  торговле ювелирными изделиями из  драгоценных металлов и  драгоценных камней, а также ювелирными изделиями,  содержащими  драгоценные металлы и драгоценные камни Эта группировка не  включает: деятельность агентов по оптовой торговле ювелирными  изделиями из  недрагоценных материалов, см. 51.18.27",51,18.0,25.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.18.26,"Деятельность агентов по оптовой торговле электроэнергией и тепловой  энергией (без их производства, передачи и распределения)",,51,18.0,26.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.18.27,"Деятельность агентов по оптовой торговле прочими товарами, не  включенными в другие группировки","деятельность агентов по оптовой  торговле товарами, не включенными в другие  группировки, например  спортивными товарами, включая велосипеды,  фотооборудованием,  музыкальными инструментами, ювелирными изделиями из  недрагоценных материалов",51,18.0,27.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.19,Деятельность агентов по оптовой торговле универсальным ассортиментом  товаров,,51,19.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.2,Оптовая торговля сельскохозяйственным сырьем и живыми животными,,51,2.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.21,"Оптовая торговля зерном, семенами и кормами для сельскохозяйственных  животных",,51,21.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.21.1,Оптовая торговля зерном,,51,21.0,1.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.21.2,"Оптовая торговля семенами, кроме масличных семян",Эта группировка также включает: оптовую торговлю семенным  картофелем оптовую торговлю луковицами цветов,51,21.0,2.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.21.3,Оптовая торговля масличными семенами и маслосодержащими плодами,,51,21.0,3.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.21.4,Оптовая торговля кормами для сельскохозяйственных животных,,51,21.0,4.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.21.5,"Оптовая торговля сельскохозяйственным сырьем, не включенным в другие  группировки",,51,21.0,5.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.22,Оптовая торговля цветами и другими растениями,,51,22.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.23,Оптовая торговля живыми животными,,51,23.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.24,Оптовая торговля шкурами и кожей,,51,24.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.25,Оптовая торговля необработанным табаком,,51,25.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.3,"Оптовая торговля пищевыми продуктами, включая напитки, и табачными  изделиями",,51,3.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.31,"Оптовая торговля фруктами, овощами и картофелем",,51,31.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.31.1,Оптовая торговля картофелем,,51,31.0,1.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.31.2,"Оптовая торговля непереработанными овощами, фруктами и орехами",,51,31.0,2.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.32,"Оптовая торговля мясом, мясом птицы, продуктами и консервами из мяса и  мяса птицы","Эта группировка также включает: оптовую торговлю мясом  животных и птиц, являющихся объектом охоты (мясом  дичи)  оптовую торговлю продуктами и консервами из мяса дичи",51,32.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.32.1,"Оптовая торговля мясом и мясом птицы, включая субпродукты",,51,32.0,1.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.32.11,"Оптовая торговля мясом, включая субпродукты",,51,32.0,11.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.32.12,"Оптовая торговля мясом птицы, включая субпродукты",,51,32.0,12.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.32.2,Оптовая торговля продуктами из мяса и мяса птицы,,51,32.0,2.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.32.3,Оптовая торговля консервами из мяса и мяса птицы,,51,32.0,3.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.33,"Оптовая торговля молочными продуктами, яйцами, пищевыми маслами и  жирами",,51,33.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.33.1,Оптовая торговля молочными продуктами,,51,33.0,1.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.33.2,Оптовая торговля яйцами,Эта группировка также включает: оптовую торговлю продуктами  из яиц,51,33.0,2.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.33.3,Оптовая торговля пищевыми маслами и жирами,,51,33.0,3.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.34,Оптовая торговля алкогольными и другими напитками,,51,34.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.34.1,Оптовая торговля безалкогольными напитками,"оптовую торговлю фруктовыми и  овощными соками, минеральной водой и прочими  безалкогольными  напитками",51,34.0,1.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.34.2,"Оптовая торговля алкогольными напитками, включая пиво",,51,34.0,2.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.34.21,"Оптовая торговля алкогольными напитками, кроме пива","закупку вина в больших емкостях и  его розлив по бутылкам без переработки закупку вина в больших  емкостях с последующим смешиванием, очисткой,  розливом по  бутылкам и перепродажей оптовую торговлю сухими и креплеными  винами, ликерами, водкой, коньяками и  прочими алкогольными  напитками Эта группировка также включает: оптовую торговлю  пищевым этиловым спиртом",51,34.0,21.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.34.22,Оптовая торговля пивом,,51,34.0,22.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.35,Оптовая торговля табачными изделиями,,51,35.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.36,"Оптовая торговля сахаром и сахаристыми кондитерскими изделиями, включая  шоколад",,51,36.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.36.1,Оптовая торговля сахаром,,51,36.0,1.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.36.2,"Оптовая торговля сахаристыми кондитерскими изделиями, включая  шоколад, мороженым и замороженными десертами",,51,36.0,2.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.36.21,"Оптовая торговля сахаристыми кондитерскими изделиями, включая  шоколад",,51,36.0,21.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.36.22,Оптовая торговля мороженым и замороженными десертами,,51,36.0,22.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.37,"Оптовая торговля кофе, чаем, какао и пряностями",,51,37.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.38,Оптовая торговля прочими пищевыми продуктами,,51,38.0,
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.38.1,"Оптовая торговля рыбой, морепродуктами и рыбными консервами",,51,38.0,1.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.38.2,Оптовая торговля прочими пищевыми продуктами,,51,38.0,2.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.38.21,"Оптовая торговля переработанными овощами, картофелем, фруктами и  орехами",,51,38.0,21.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.38.22,"Оптовая торговля готовыми пищевыми продуктами, включая торговлю  детским и диетическим питанием и прочими гомогенизированными пищевыми  продуктами",,51,38.0,22.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.38.23,Оптовая торговля кормами для домашних животных,,51,38.0,23.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.38.24,Оптовая торговля хлебом и хлебобулочными изделиями,,51,38.0,24.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.38.25,Оптовая торговля мучными кондитерскими изделиями,,51,38.0,25.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.38.26,Оптовая торговля мукой и макаронными изделиями,,51,38.0,26.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.38.27,Оптовая торговля крупами,,51,38.0,27.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.38.28,Оптовая торговля солью,,51,38.0,28.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.38.29,"Оптовая торговля прочими пищевыми продуктами, не включенными в  другие группировки",,51,38.0,29.0
G,"ОПТОВАЯ И РОЗНИЧНАЯ ТОРГОВЛЯ; РЕМОНТ  АВТОТРАНСПОРТНЫХ СРЕДСТВ, МОТОЦИКЛОВ, БЫТОВЫХ ИЗДЕЛИЙ И  ПРЕДМЕТОВ ЛИЧНОГО ПОЛЬЗОВАНИЯ",51.39,"Неспециализированная оптовая торговля пищевыми продуктами, включая  напитки, и табачными изделиями",,51,39.0,
